id,name,levelobjectid,charactername,gender,characterdescription,speechpattern,accent,race,appearance,characterarchetype,charactertype,ttsvoice,subcharacters,voices,agerange,isplayer,voeligible,member
4e567466-94d6-2e99-b94e-792e79cbe7fd,,Halamshiral/ham_lady_in_waiting_1,,Lady Fleur,Female,"One of Empress Celene's trio of ladies-in-waiting. The three are a mix of MacBeth's witches, Charlie's Angels, and the Plastics from Mean Girls. They can all seem silly and shallow, but they're also all trained bodyguards of the Empress, and probably all spies. They speak for the Empress throughout most of the plot.",,French,Human,,,Medium,Lucy22k_HQ,,,14,False,True,
ef5feb40-861a-e6a6-4d13-dc296e100f28,,Halamshiral/ham_lady_in_waiting_2,,Lady Colombe,Female,"One of Empress Celene's trio of ladies-in-waiting. The three are a mix of MacBeth's witches, Charlie's Angels, and the Plastics from Mean Girls. They can all seem silly and shallow, but they're also all trained bodyguards of the Empress, and probably all spies. They speak for the Empress throughout most of the plot.",,French,Human,,,Medium,Rachel22k_HQ,,,14,False,True,
97e037f3-eac9-eba3-958f-53412ec0353b,,Halamshiral/ham_lady_in_waiting_3,,Lady Couteau,Female,"One of Empress Celene's trio of ladies-in-waiting. The three are a mix of MacBeth's witches, Charlie's Angels, and the Plastics from Mean Girls. They can all seem silly and shallow, but they're also all trained bodyguards of the Empress, and probably all spies. They speak for the Empress throughout most of the plot.",,French,Human,,,Medium,Lucy22k_HQ,,,14,False,True,
26e3a912-5a26-44e0-d480-c9eafe0e3d5b,,Halamshiral/ham_herald,,Imperial Herald,Male,The man whose job is announcing visitors to the Imperial court.,,French,Human,,,Minor,Peter22k_HQ,,,28,False,True,
b2088891-f572-d14d-8c58-b018ae56ce75,,Halamshiral/ham_celene_informant,,Gaspard's General,Male,One of Duke Gaspard's generals caught sleeping with the enemy.,,French,Human,,,Minor,Ryan22k_HQ,,,28,False,True,
44fd6abd-dede-ad34-3f19-7b4ac34a22a1,,Halamshiral/ham_schmoozing_noble_1,,Ser Philippe,Male,"A nobleman that the player can schmooze with.
If the PC is successful, he'll wring a clue out of the man.",,French,Human,,,Minor,Graham22k_HQ,,,2D,False,True,
742a6563-5440-0519-2ed7-f88be99789a4,,Halamshiral/ham_schmoozing_noble_2,,Ambassador Anton,Male,A minor noble attending the ball.,,French,Human,,,Minor,Graham22k_HQ,,,34,False,True,
7e8d71c5-638c-7648-59bb-9e108b4a668d,,Halamshiral/ham_eavesdrop_noble,,WhisperingNoble,Male,"A single character file that is actually a group of 2-3 nobles whispering about generic secrets (no specific VO). The PC will eavesdrop on these groups throughout the Winter Palace (Halamshiral plot) to learn compromising information about random people in the palace. In learning this generic, compromising information, the player can then turn it into Leliana to use to the advantage of the Inquisition (which results in boosts to Court Approval).

Could be a group of one female and one male, one female and two males, two females and one male - whatever works best for VO/loc.",Whispering,French/English/doesnt' matter,Human,Orlesian noble,,Minor,Graham22k_HQ,,,1E,False,True,
33ad7143-318c-1db5-bd58-d89a0a04052f,,Halamshiral/ham_gossip_noble_1,,Gossip Noble 1,Male,"He's gossiping about Morrigan with his friend. The PC will get a clue about
Morrigan when he's eavesdropping on the gossiping nobles.",,French,Human,,,Minor,Tyler22k_HQ,,,28,False,True,
180348c6-5587-a386-e096-0e0079832290,,Halamshiral/ham_gossip_noble_2,,Gossip Noble 2,Male,"He's gossiping about Morrigan with his friend. The PC will get a clue about
Morrigan when he's eavesdropping on the gossiping nobles.",,French,Human,,,Minor,Graham22k_HQ,,,2A,False,True,
a81958b4-4582-446d-a096-bd06835014e5,,Halamshiral/ham_shady_spy_3,,Elf 3,Male,One of Briala's people (an elf) posing as a servant in the Winter Palace.,,French,Elf,,,Minor,Tyler22k_HQ,,,23,False,True,
aeaae2b1-1ad5-4979-bcd5-acd21aa43fa3,,Halamshiral/ham_shady_spy_4,,Elf 4,Male,One of Briala's people (an elf) posing as a servant in the Winter Palace.,,French,Elf,,,Minor,Tyler22k_HQ,,,23,False,True,
48097107-cdf7-f9b8-0070-bbb56e5717ef,,Halamshiral/ham_briala_informant,,Elf Servant Informant,Female,An elven servant who knew Briala when she worked for Celene.,,French,Elf,,,Minor,Heather22k_HQ,,,1E,False,True,
18cca52e-2e97-4ede-8531-fd99e72d6416,,Halamshiral/ham_ext_woman_lost_ring,,Orlesian Lady,Female,A noblewoman waiting outside the palace.,,French,Human,,,Minor,Rachel22k_HQ,,,23,False,True,
876ce3ce-2c4f-6f9c-724a-68df9247c57a,,Halamshiral/ham_coh_representative,,Council of Heralds Representative,Male,,,French,Human,,,Medium,Ryan22k_HQ,,,28,False,True,
91749817-fd0d-99e1-cf39-17a5f4bb5881,,Halamshiral/ham_coh_noble_1,,CoH Noble 1,Male,A minor noble attending the Grand Ball.,,French,Human,,,Minor,Graham22k_HQ,,,28,False,True,
3db1d006-8ed7-462e-891a-e3f9f85451cd,,Halamshiral/ham_coh_noble_2,,Gossipy Guest Wing Noble,Female,A minor noble attending the Grand Ball.,,French,Human,,,Minor,Lucy22k_HQ,,,1E,False,True,
28ae8413-6abe-3290-2de0-bb3613c71bf2,,Halamshiral/ham_gaspard_informant,,Ferelden Merc Informant,Male,A mercenary captain working for Gaspard. He's having a truly terrible day.,,Ferelden,Human,,,Minor,Micah22k_HQ,,,00,False,True,
8d2cd626-313f-4d47-892b-0fc6b1b44ac8,,Halamshiral/ham_lady_marcellette,Lady Marcellette,Lady Marcellette,Female,A noblewoman with a love of history.,,French,Human,,,Medium,Lucy22k_HQ,,,1E,False,True,
3c029acc-b7bc-4a9e-8ae2-3fafdc0ff041,,Halamshiral/ham_gossiping_noble4,Noblewoman,hal_gossiping_noble4,Female,A minor noble attending the ball.,,French,Human,,,Minor,Rachel22k_HQ,,,28,False,True,
8b0a1eda-63e5-4b6c-8b63-42ab1363c13c,,Halamshiral/ham_ext_eavesdrop_noble_1,,Waiting Nobleman,Male,A minor noble attending the ball.,,French,Human,,,Minor,Tyler22k_HQ,,,28,False,True,
21896b2b-ff4e-46a0-9598-dd510c403d5d,,Halamshiral/ham_ext_eavesdrop_noble_2,,Waiting Noblewoman,Female,A minor noble attending the ball.,,French,Human,,,Minor,Lucy22k_HQ,,,28,False,True,
fef2063f-fdae-4dc2-911c-305abc7e1e83,,Halamshiral/ham_guest_wing_guard_1,,Guest Wing Guard,Male,A guard in the palace.,,French,Human,,,Minor,Tyler22k_HQ,,,23,False,True,
3b2b6a48-4dee-4a34-78b4-61af334ca2b4,,Halamshiral/ham_coh_guard_1,,CoH Guard 1,Male,A guard in Halamshiral,,French,Human,,,Minor,Kenny22k_HQ,,,1E,False,True,
29a85013-6aa2-406c-936d-437f1305b73b,,Halamshiral/ham_coh_guard_2,,Gosspy Guest Wing Guard,Male,A guard in Halamshiral,,French,Human,,,Minor,Kenny22k_HQ,,,1E,False,True,
7dcc745a-6d64-bbb5-1f0a-3a4fe783067f,,Halamshiral/ham_shady_spy_1,,Elf 1,Female,"One shady contact talking to another. When the PC eavesdrops on them, he learns
that Briala has been sneaking her people in among the servants.",,French,Human,,,Minor,Rachel22k_HQ,,,2D,False,True,
6062b72c-5b8d-183a-8e15-4cb6d38493d8,,Halamshiral/ham_shady_spy_2,,Elf 2,Female,"One shady contact talking to another. When the PC eavesdrops on them, he learns
that Briala has been sneaking her people in among the servants.",,French,Elf,,,Minor,Lucy22k_HQ,,,1A,False,True,
b07248b9-fdbd-299a-0a92-f1e650bb7130,,Halamshiral/ham_gossiping_noble1,Nobleman,hal_gossiping_noble1,Male,A minor noble attending the ball.,,French,Human,,,Minor,Tyler22k_HQ,,,28,False,True,
4d374695-095a-460f-b680-f5b53bb977d6,,Halamshiral/ham_elf1,,Elven ambassador 1,Male,One of the elven spies assisting Briala.,,French,elf,,,Minor,Graham22k_HQ,,,1E,False,True,
9ad96c0a-1db8-454d-b51e-c7f63ac630ad,,Halamshiral/ham_elf2,,Elven ambassador 2,Female,One of the elven spies assisting Briala.,,French,elf,,,Minor,Lucy22k_HQ,,,1E,False,True,
ae6d2288-9919-b2b3-9276-dc461283f26b,,Halamshiral/ham_lady_mantillon,,Dowager Mantillon,Female,"Lady Mantillon is the infamous, ""Dowager,"" a kingmaker and the most feared and accomplished political force in Orlais.",,French,Human,,,Minor,QueenElizabeth22k_HQ,,,46,False,True,
6a1932a9-f5b7-4a43-a940-2e8e2385bfe9,,Halamshiral/ham_arguing_couple_1,,Arguing Couple 1,Male,A minor noble attending the Grand Ball with his lover.,,French,Human,,,Minor,Tyler22k_HQ,,,1E,False,True,
8a66c592-7799-8b27-f356-c968c90f571c,,Halamshiral/ham_ser_brion,,Ser Brion,Male,"A young knight, slightly inebriated, who thinks he seems something familiar in Blackwall.",,French,Orlesian - Human,,,Minor,PeterHappy22k_HQ,,,1E,False,True,
df396eed-2774-4d28-bcdd-71c70d203e06,,Halamshiral/ham_cullen_admirer_4,,Cullen Admirer 4,Female,A woman flirting unsuccessfully with Cullen.,,French,Orlesian,,,Minor,Rachel22k_HQ,,,23,False,True,
6bf2e687-6d36-4160-a995-1beb5fb51d9e,,Halamshiral/ham_cullen_admirer_3,,Cullen Admirer 3,Female,A woman flirting unsuccessfully with Cullen.,,French,Orlesian,,,Minor,Tracy22k_HQ,,,14,False,True,
550e1bff-ff05-40cf-a4fc-809dc66e4903,,Halamshiral/ham_cullen_admirer_1,,Cullen Admirer 1,Male,A man flirting unsuccessfully with Cullen.,,French,Human,,,Minor,PeterHappy22k_HQ,,,19,False,True,
e0a3e05b-de3d-4d0b-886f-c95baa91d3c1,,Halamshiral/ham_cullen_admirer_2,,Cullen Admirer 2,Male,A nobleman flirting unsuccessfully with Cullen.,,French,Human,,,Minor,Graham22k_HQ,,,28,False,True,
c533bd85-215c-4aa9-b2b7-04d9764092e3,,Halamshiral/ham_games_room_riddler,,Unfortunate Riddler,Male,A noble playing the worst game of riddles ever.,,French,Human,,,Minor,Graham22k_HQ,,,2A,False,True,
29e05b64-517e-4cb2-871c-47163b9c56f4,,Halamshiral/ham_games_room_riddler_2,,Riddling Noble,Male,A noble trying to play a game of riddles.,,French,Human,,,Minor,Graham22k_HQ,,,2A,False,True,
20b50d30-3db5-740f-c8dd-960025ad9863,,Halamshiral/ham_duke_cyril,,Duke Cyril de Montfort,Male,"The son of Duke Prosper de Montfort from Mark of the Assassin, Cyril inherited his father's title and place on the Council of Heralds, making him one of the most powerful men in Orlais.",,French,Human,,,Minor,Ryan22k_HQ,,,1C,False,True,
71e8302e-cc1e-cf2e-e4c8-5465f8fc3668,,Halamshiral/ham_comtess_montbelliard,,Comtess Montbelliard,Female,"The Comtess is a member of the Council of Heralds, and therefore, one of the most influential and powerful people in Orlais. And an avid reader.",,French,Human,,,Minor,QueenElizabeth22k_HQ,,,32,False,True,
50f7ad37-a099-3716-2490-33aaceb76545,,Halamshiral/ham_comte_lothaire,,Comte Lothaire Doucy,Male,"A nobleman and member of the Council of Heralds, Lothaire is one of the most powerful people in Orlais.",,French,Human,,,Minor,Graham22k_HQ,,,3C,False,True,
455a7b7a-c255-433a-98b6-dcbc78227a58,,Halamshiral/ham_waiting_noble_4,Noblewoman,hal_waiting_noble_4,Female,A noble overheard while waiting to get into the ball.,,French,Human,,,Minor,Rachel22k_HQ,,,28,False,True,
2b74fb3b-2f40-4606-9d9c-2bc34eb6f884,,Halamshiral/ham_waiting_noble_1,,hal_waiting_noble_1,Male,A noble overheard while waiting to get into the ball.,,French,Human,,,Minor,Tyler22k_HQ,,,28,False,True,
e36f1b7c-9d2c-4a13-87b4-8c3f29382e26,,Halamshiral/ham_waiting_noble_3,Noblewoman,hal_waiting_noble_3,Female,A noble overheard while waiting to get into the ball.,,French,Human,,,Minor,Lucy22k_HQ,,,28,False,True,
4a941f3e-3c01-4568-9c63-94b51a582511,,Halamshiral/ham_waiting_noble_2,Nobleman,hal_waiting_noble_2,Male,A noble overheard while waiting to get into the ball.,,French,Human,,,Minor,Graham22k_HQ,,,28,False,True,
7c1f32ed-ac79-4bf9-ba3c-2aef2f213eb1,,Halamshiral/ham_exterior_guard,,Exterior Guard,Male,A guard in Halamshiral,,French,Human,,,Minor,Graham22k_HQ,,,1E,False,True,
a204b3e6-fbad-4066-9533-1f7996d3fcae,,Halamshiral/ham_elf4,,Elven agent 4,Female,One of the elven spies assisting Briala.,,French,elf,,,Minor,Rachel22k_HQ,,,1E,False,True,
0c1e65d3-d24e-41d1-b9a0-93f15a443bb9,,Halamshiral/ham_elf7,,Elven agent 1,Male,One of the elven spies assisting Briala.,,French,elf,,,Minor,Ryan22k_HQ,,,1E,False,True,
e7ec9129-5243-413a-9ad2-5dece3866354,,Halamshiral/ham_elf5,,Elven agent 3,Male,One of the elven spies assisting Briala.,,French,elf,,,Minor,Tyler22k_HQ,,,1E,False,True,
Ebx DA3/designcontent/Characters/Halamshiral/ham_yves [7f8a2d1a-066d-261a-40b8-759b7ece7c4a,,,,,Female,,,,,,,,,,,,,,
af544890-5a80-4ae4-9ae1-9e6148af77c9,,Halamshiral/ham_gossiping_noble2,Nobleman,hal_gossiping_noble2,Male,A minor noble attending the ball.,,French,Human,,,Minor,Graham22k_HQ,,,28,False,True,
13f747de-e040-2f67-e335-c8d136794c86,,Halamshiral/ham_overheard_servant1,,Servant,Male,A servant working during the ball.,,French,elf,,,Minor,Micah22k_HQ,,,1E,False,True,
c9c3e251-2c7e-1db4-a0cd-7e05b7efc276,,Halamshiral/ham_overheard_servant2,,Maid,Female,A servant working during the ball.,,French,elven,,,Minor,Laura22k_HQ,,,1E,False,True,
702a382e-7de9-4bdc-80d6-af2a006f0f64,,Halamshiral/ham_overheard_servant3,,Cook,Female,A servant working during the ball.,,French,elven,,,Minor,Lucy22k_HQ,,,28,False,True,
a6a07dd3-ee8c-42cf-89fe-58585ce8dc79,,Halamshiral/Ham_orzammar_ambassador,,Orzammar ambassador,Male,"The ambassador from the dwarven kingdom to Orlais, attending the ball to conduct business.",,American,Dwarven,,,Minor,Tyler22k_HQ,,,32,False,True,
f3e6484c-13b6-4263-9482-88c5dd3c5a49,,Halamshiral/Ham_merchant_guild_1,,Surface-caste noble,Female,A noble surface dwarf attending the ball at Halamshiral as part of the Orzammar ambassador's entourage.,,American,Dwarven,,,Minor,Lucy22k_HQ,,,1E,False,True,
f18b40ec-c78e-45c4-b58d-a83c1818a1db,,Halamshiral/Ham_merchant_guild_3,,Surface-caste merchant,Male,A wealthy surface dwarf attending the ball at Halamshiral as part of the Orzammar ambassador's entourage.,,American,Dwarven,,,Minor,Graham22k_HQ,,,28,False,True,
0873903a-d774-4475-90de-5bee8c35267f,,Halamshiral/Ham_merchant_guild_2,,Surface-caste smith,Female,A wealthy surface dwarf attending the ball at Halamshiral as part of the Orzammar ambassador's entourage.,,American,Dwarven,,,Minor,Laura22k_HQ,,,2D,False,True,
2ba4575d-69cc-7f78-c643-e669c6759a11,,Halamshiral/ham_marquis_etienne,,Marquis Etienne,Male,"Ettienne is a member of the Council of Heralds, one of the most powerful nobles in Orlais, and a personal friend of the Empress.",,French,human,,,Minor,Ryan22k_HQ,,,32,False,True,
640e61d0-dd64-4cf1-8830-5058af568160,,Halamshiral/ham_germain_de_chalons,,Duke Germain,Male,"An elderly nobleman, Germain is the uncle of Grand Duke Gaspard, the man who has plunged Orlais into civil war, and a member of the Council of Heralds.",,French,Human,,,Minor,Tyler22k_HQ,,,46,False,True,
a8feb1fd-1ec6-7c65-49c1-19a423aab1a0,,Halamshiral/ham_fifi,,Fifi de Launcet,Female,A flight noblewoman. Appeared in DA2,,French,Human,,,Minor,Lucy22k_HQ,,,14,False,True,
af13f8af-1fbc-b7ea-6297-678e30e9b074,,Halamshiral/ham_babette,,Babette de Launcet,Female,Flighty noblewoman. Appeared in DA2,,French,Human,,,Minor,Tracy22k_HQ,,,16,False,True,
9c90ba29-3bbe-43d4-9dd8-4aefe3928ea7,,Halamshiral/ham_royal_wing_gossiper_1,,Muttering Nobleman,Male,A nobleman talking about the Royal Wing.,,French,Human,,,Minor,Graham22k_HQ,,,2A,False,True,
682ea68c-5580-4144-93fd-16022f50c56d,,Halamshiral/ham_royal_wing_gossiper_2,Noblewoman,Muttering Noblewoman,Female,A noblewoman talking about the Royal Wing.,,French,Human,,,Minor,Lucy22k_HQ,,,28,False,True,
f43bf704-fba1-b2f3-c618-ee359022300f,,DA3/designcontent/Characters/ValRoyeaux/val_merchant_codex,,Librarian Willvan,Male,"A wizened but wily antiquarian who collects books. Has a flair for the dramatic, but keeps it in check. Friendly, chuckling sense of humor.",,Standard British,Human,Ancient human,,Minor,Graham22k_HQ,,,3C,False,True,
bdf3fe8f-2fcd-1f93-8580-4ffa0dd95065,,DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_rec_gallows_cleaner,,Gallows cleaner,Male,"A longsuffering worker, scrubbing",,Standard British,Elf,common worker,,Minor,Graham22k_HQ,,,28,False,True,
f1d6852a-03e4-9ed8-46cf-6364bb57fe8c,,DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_rec_shopper_6,,Shopper 6,Female,Moderately wealthy merchant in the market.,,French,Human,,,Minor,Lucy22k_HQ,,,1E,False,True,
33f47867-20bf-bba4-969c-e85bf5c00624,,DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_rec_shopper_4,,Shopper 4,Female,Wealthy merchant class in the market,,Standard British,Elf,,,Minor,Kenny22k_HQ,,,28,False,True,
b6b3805a-f26f-9b46-9706-63b44d2a1086,,DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_rec_shopper_5,,Shopper 5,Male,Wealthy merchant class in the market,,American,Dwarf,,,Minor,Ryan22k_HQ,,,28,False,True,
6e404295-6c20-ab1d-45d7-b49135df17ca,,DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_rec_shopper_1,,Shopper 1,Male,Young noble in the market,,French,Human,,,Minor,Peter22k_HQ,,,14,False,True,
a1fc248c-ea02-2add-3c19-513b6b8dd70e,,DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_rec_shopper_2,,Shopper 2,Female,A young noble in the market,,French,Human,,,Minor,Lucy22k_HQ,,,14,False,True,
e3110ba4-ff4a-9454-acc6-799c6f4fbebe,,DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_rec_shopper_3,,Shopper 3,Male,Older noble in the market,,Standard British,Human,,,Minor,Peter22k_HQ,,,28,False,True,
726e365b-9cf7-f96f-b5ba-1855b02bb136,,DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_once_gallows_crowd_1,,Noble heckler 1,Female,A bemused noble who is witnessing the sentencing of an extremely minor crime.,,Standard British,Human,,,Minor,Laura22k_HQ,,,1E,False,True,
662df7d6-fecd-47fc-e7a3-918c17d04365,,DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_once_gallows_headsman,,Headsman,Male,"A short on words soldier, grim",,French,Human,"Warrior, helmeted, headsman",,Minor,Peter22k_HQ,,,1E,False,True,
9b2b8fe3-e7dc-df2d-2cdf-7fa526f759ef,,DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_once_gallows_crowd_2,,Noble Heckler 2,Male,A bemused noble who is witnessing the sentencing of an extremely minor crime.,,French,Human,,,Minor,Graham22k_HQ,,,1E,False,True,
bc75999a-1ef5-a58b-cb21-066d3647c7fc,,DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_rec_fainting_1,,Fainting Dandy,Male,A melodramatic noble dowager.,,French,Human,Noble,Society Gadabout,Minor,Micah22k_HQ,,,28,False,True,
84ee69be-0264-dfe2-d2e4-8a0056dca252,,DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_rec_fainting_3,,Fainting commentor 2,Female,A bemused dowager noble.,,French,Human,,,Minor,QueenElizabeth22k_HQ,,,32,False,True,
18127303-e024-1c4e-1df9-fd6b79a444bf,,DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_rec_fainting_2,,Fainting commentor 1,Male,"A noble old man, bemused",,Standard British,Human,Noble,,Minor,Graham22k_HQ,,,32,False,True,
7a638c71-0975-9a6c-d208-6d6e9c75d394,,DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_rec_boatman,,Boatman,Male,A surely boatman.,,French,Human,,,Minor,Kenny22k_HQ,,,1E,False,True,
fe954f0c-f1cd-f1ff-6929-8ac1466bd090,,DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_rec_patrolling,,Patrolling guard,Female,A guard/cop doing the rounds. Friendly business with most involved,,Standard British,Human,Female Val Royeaux guard,Neighborhood beat cop,Minor,Laura22k_HQ,,,1E,False,True,
1c66d5cb-7ff0-15e7-6fd5-03fc41cb93e4,,DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_once_gallows_victim,,Some cad of a lord,Male,A mischievous noble lord who is being sentenced to a week in jail for some social offense.,,Standard British,Human,,,Minor,Tyler22k_HQ,,,28,False,True,
2a3b31f0-7cc8-6ff4-cd94-2e003bfc77e6,,DA3/designcontent/Characters/ValRoyeaux/FlavorPairs/val_flavor_civil_war_1,,Gaspard supporter,Female,A noble certain of her connections,,French,Human,Same ethnicity as Celene supporter. They are brother/sister.,,Minor,Heather22k_HQ,,,28,False,True,
5c877ea2-d9b7-5ac4-2ed2-7476c44c96f0,,DA3/designcontent/Characters/ValRoyeaux/FlavorPairs/val_flavor_templars_1,,Templars commoner 1,Female,A commoner concerned about current events,,Standard British,Human,,,Minor,Lucy22k_HQ,,,1E,False,True,
6df63302-c780-9e3e-740f-88b2630d15bd,,DA3/designcontent/Characters/ValRoyeaux/FlavorPairs/val_flavor_war_2,,Soldier war 2,Male,a professional mercenary,,American,Dwarf,,,Minor,Kenny22k_HQ,,,1E,False,True,
