"charName","gender","eng_word","eng_syll","eng_char","jap_char","jap_romaji","jap_kana","jap_word","re_word","re_syll","re_char","re_comment","eng","jap","re","RetranslatorComment"
"chancellor","male","14","14","52","26","56","30","10","17","18","64","0","Now...so glad to see you back again. Please go and visit the king.","さ！　せっかく戻られたのです。 国王のもとへお立ち寄り下され。","Now! You've gone to all the trouble to come back. Please do pay the King a visit.",""
"SYSTEM","neutral","2","2","11","9","16","9","2","2","2","11","0","It's locked.","カギがかかっている。","It's locked.",""
"soldier","male","17","23","82","43","89","51","14","20","29","93","0","Since it IS our 1000th Anniversary, The King has, for the time being, ordered probation for Crono.","めでたき千年祭でもある事だし クロノはとりあえず、しっこうゆうよに しておけとの王のご命令だ。","As it is the joyous Millennial Festival, the King has ordered a suspended sentence for Crono for the time being.",""
"soldier","male","8","10","36","25","46","27","9","12","15","53","0","The King awaits the return of his daughter.","かんどうしたとは言いつつも 王は帰りを待っておられる。","Though he says he disowned her, the King is awaiting her return.",""
"soldier","male","9","11","41","15","37","22","8","9","12","46","0","Due to the King's orders, the court is adjourned.","裁判所は王の命によりふうさ中だ。","The courtroom is currently closed by the King's order.",""
"soldier","male","11","15","52","23","51","31","9","15","17","65","0","We're about to begin celebrating, but with the King like that...","建国千年パーティをとり行う予定だが 王があれでは……","We have plans to hold the National Founding Party, but with the King like that......",""
"soldier","male","9","11","41","17","41","24","10","10","12","48","3","Due to the King's orders, the court is adjourned.","王の命により、刑務所も今はふうさ中だ。","By the King's order, the prison is also currently closed.","Prison, not courtroom."
"soldier","male","6","9","33","19","40","24","7","7","16","52","0","Getting ready for the Millennial Fair.","千年祭のしゅくがパーティのじゅんび中だ。","We're preparing the Millennial Festival celebration party.",""
"soldier","male","11","12","43","16","32","18","4","9","9","36","0","What? You want to be put on trial again or something?","どうした？また裁判にかけられたいか？","What's wrong? Want to be put on trial again?",""
"soldier","male","10","13","47","28","61","37","12","15","21","75","0","The chef's ancestor had a cook-off with Magus's troops.","コック長の先祖は料理で魔王軍との 戦いにこうけんしたらしい。","I hear the Head Cook's ancestor contributed to the war against Magus's army with cooking.",""
"soldier","male","11","14","50","34","54","35","9","9","11","46","0","Hey!! Leave it! Oh, dear! I didn't recognize you, Princess Nadia!","「コラーッ！！ 「手を出すんじゃない！ 「これはマールディア様。 しつれいしました！","'HEY!! 'Hands to yourself! 'Oh, Marledia-sama. Excuse me!",""
"young woman","female","7","10","36","19","33","21","5","7","9","34","0","Hey, don't come in here without permission!","ちゅうぼうに勝手に入ってくんじゃないよ！","Don't come in the kitchen without asking!",""
"young man","male","29","31","124","80","141","87","24","35","43","158","18","Hey, sorry 'bout that. The old lady's handlin' the kitchen. Gotta tread softly around here! The gist of this is that she can cook...but she can yell, too.","いや、すみませんな。 このキッチンは、にょうぼうが しきってるんですよ。 にょうぼう・イン・ちゅうぼう！ なんてね…… 料理の腕はピカ一だが気性があらくって…… 何でも血すじらしいんですがね。","Oh, I'm sorry. My wife does everything in this kitchen. Wife In Kitchen! Something like that...... Her cooking skills are top-notch, but she's got a rough disposition...... I hear it runs in the family.","Weak wordplay. Wife =  nyoubou, kitchen = chuubou. English adaptation is probably appropriate, maybe  something like... bitchin' in the kitchen...?"
"old man","male","7","10","34","14","30","19","5","6","12","39","0","I'm in charge of the Princess' education!","ワシャ姫様の教育たんとうじゃ！","I'm responsible for the Princess's education!",""
"man","male","7","12","33","36","73","44","14","15","21","81","0","I'm in charge of her physical education!","や！　ぼかあ姫様の体育たんとうだ！ ガルディア体育大出のバリバリの スポーツマンさ！","Hey! I'm in charge of the Princess's athletics! The great active sportsman of Guardia's athletics!",""
"nun","female","13","18","63","31","71","39","8","14","25","79","0","I'm in charge of discipline. And she's missed almost every lesson this year!","私は姫君のしつけたんとう。 今回のけんは、私がいたらなかったばかりに ……","I'm responsible for the princess's discipline. The current incident is due to my inadequacy......",""
"soldier","male","4","5","26","14","26","15","6","5","6","25","0","Mr. Pierre awaits downstairs.","ピエールさんが下でお待ちです。","Pierre-san awaits you below.",""
"soldier","male","16","19","69","35","70","40","12","15","21","79","0","The Chancellor lost it right around the time he ordered that Dragon Tank to be built!","ドラゴンせんしゃを作るよう命じたり…… あのころから大臣殿は変わってしまった。","Giving orders to make the Dragon Tank...... The Chancellor's been different since about that time.",""
"soldier","male","11","14","52","24","66","37","17","15","21","73","0","The Chancellor hired all those soldiers that work in the jail.","刑務所にいた兵達は大臣殿の口聞きで 城に来た者達だ。","The soldiers that were in the prison all entered the castle on the Chancellor's orders.",""
"soldier","male","19","21","85","48","105","60","18","21","28","109","0","Those jail guardians were an odd bunch. We got cold stares from them. It's like they weren't even human!","刑務所の兵達はどうにも いけすかなかった。 時々、俺達を冷たい目で見やがった。 まるで人間じゃない目つきでな。","The prison soldiers were really disturbing. Sometimes they'd stare at us with cold eyes. With looks as though they weren't human.",""
"soldier","male","12","15","48","20","47","27","7","14","18","59","8","I heard the Chancellor really gave it to the King in court.","裁判で王様をたきつけたのも おそらく大臣殿……","It was probably the Chancellor who stirred up the King at the trial too......","This sounds like he's talking about Crono's trial."
"pierre","male","46","61","227","131","272","153","43","62","76","281","0","I'm your lawyer, Pierre. The King has been so gloomy since Princess Nadia's disappearance... Listening to my story, he has concluded that it was NOT a kidnapping... It's taken time, but I think he understands. Still, the Chancellor's acting weird. He may give us some trouble...","ベンゴシのピエールです。 マールディア様が城を出られてから 国王はすっかりふさぎこんでしまい…… 私の話も聞いて下さり、王女ゆうかいの 罪はなかった事と…… 時間はかかりましたが、ようやっと 使命をはたせました。 それにしても大臣殿の様子がおかしい。 我々はそのけんにかんして話し合って いるんです。","I'm the lawyer Pierre. The King has been thoroughly dejected ever since Marledia-sama left the castle...... He has also listened to what I had to say, that there was no crime of abducting the princess...... It took time, but I have finally carried out my mission. Even so, the Chancellor seems funny. We are talking things over as regards this matter.",""
